PDB_ID,Resolution,Method,Ab_type,Deposit_date,H_chain_ID,L_chain_ID,Ag_chain_ID(s),Ag_type(s),Affinity_KD(nM),Kd_nM_parsed,pKd,affinity_is_limit,Affinity_method,Affinity_temp(K),PMID,DOI
6oc3,2.85,x-ray diffraction,FabH:FabL,2019-03-21,C,D,E,protein,2,2.0,8.698970004336019,False,BLI,N.A.,31100268,10.1016/j.cell.2019.04.011
6oc3,2.85,x-ray diffraction,FabH:FabL,2019-03-21,A,B,E;F,protein;protein,2,2.0,8.698970004336019,False,BLI,N.A.,31100268,10.1016/j.cell.2019.04.011
6oca,2.11,x-ray diffraction,VHH,2019-03-22,C,N.A.,A,protein,0.28,0.28,9.55284196865778,False,SPR,N.A.,31931008,10.1016/j.jmb.2020.01.006
6oca,2.11,x-ray diffraction,VHH,2019-03-22,D,N.A.,B,protein,0.28,0.28,9.55284196865778,False,SPR,N.A.,31931008,10.1016/j.jmb.2020.01.006
6ocb,2.1,x-ray diffraction,FabH:FabL,2019-03-22,H,L,A,protein,1,1.0,9.0,False,BLI,N.A.,31100268,10.1016/j.cell.2019.04.011
6ocd,2.1,x-ray diffraction,VHH,2019-03-22,B,N.A.,A,protein,9.51,9.51,8.021819483062586,False,SPR,N.A.,31931008,10.1016/j.jmb.2020.01.006
6ocd,2.1,x-ray diffraction,VHH,2019-03-22,D,N.A.,C,protein,9.51,9.51,8.021819483062586,False,SPR,N.A.,31931008,10.1016/j.jmb.2020.01.006
6ogx,2.77,x-ray diffraction,FabH:FabL,2019-04-03,C,D,G,protein,0.45,0.45,9.346787486224656,False,SPR,N.A.,31156033,10.1080/19420862.2019.1625662
6ogx,2.77,x-ray diffraction,FabH:FabL,2019-04-03,H,L,G,protein,2.5,2.5,8.602059991327963,False,SPR,N.A.,31156033,10.1080/19420862.2019.1625662
6ohg,2.38,x-ray diffraction,FabH:FabL,2019-04-05,C,B,A,protein,23.83,23.83,7.622875957653544,False,ITC,298,32709983,10.1038/s42003-020-01123-9
6okm,2.1,x-ray diffraction,FabH:FabL,2019-04-14,H,L,R,protein,2.5,2.5,8.602059991327963,False,SPR,N.A.,31156033,10.1080/19420862.2019.1625662
6oor,2.45,x-ray diffraction,FabH:FabL,2019-04-23,H,L,A,protein,12.4,12.4,7.906578314837765,False,SPR,298,31296659,10.1074/jbc.RA119.009403
6osh,1.12,x-ray diffraction,VH:VL,2019-05-01,H,L,K,protein,7,7.0,8.154901959985743,False,SPR,N.A.,32193207,10.1074/jbc.RA120.012791
6osv,1.34,x-ray diffraction,VH:VL,2019-05-02,H,L,K,protein,3.8,3.8,8.42021640338319,False,SPR,N.A.,32193207,10.1074/jbc.RA120.012791
6otc,1.7,x-ray diffraction,FabH:FabL,2019-05-02,H,L,A,protein,4.9,4.9,8.309803919971486,False,ITC,N.A.,31120240,10.1021/acsinfecdis.9b00091
6p4a,2.2,x-ray diffraction,FabH:FabL,2019-05-27,H,L,C,protein,0.736,0.736,9.1331221856625,False,BLI,298,32855302,10.1073/pnas.2005102117
6p4b,1.9,x-ray diffraction,FabH:FabL,2019-05-27,H,L,C,protein,0.976,0.976,9.010550182333308,False,BLI,298,32855302,10.1073/pnas.2005102117
6p4b,1.9,x-ray diffraction,FabH:FabL,2019-05-27,B,A,D,protein,0.976,0.976,9.010550182333308,False,BLI,298,32855302,10.1073/pnas.2005102117
6p50,2.9,x-ray diffraction,FabH:FabL,2019-05-29,H,L,C,protein,1,1.0,9.0,False,SPR,N.A.,31439943,10.1038/s41375-019-0531-8
6p67,2.9,x-ray diffraction,FabH:FabL,2019-06-03,C,D,J,protein,8.7,8.7,8.060480747381382,False,SPR,N.A.,31439943,10.1038/s41375-019-0531-8
6p67,2.9,x-ray diffraction,FabH:FabL,2019-06-03,A,B,K,protein,8.7,8.7,8.060480747381382,False,SPR,N.A.,31439943,10.1038/s41375-019-0531-8
6phb,2.0,x-ray diffraction,FabH:FabL,2019-06-25,D,C,E;I,protein;protein,19.2,19.2,7.716698771296451,False,BLI,298,31551421,10.1038/s41467-019-11980-6
6phb,2.0,x-ray diffraction,FabH:FabL,2019-06-25,B,A,E;I,protein;protein,19.2,19.2,7.716698771296451,False,BLI,298,31551421,10.1038/s41467-019-11980-6
6phc,2.9,x-ray diffraction,FabH:FabL,2019-06-25,C,D,E,protein,4.6,4.6,8.337242168318426,False,BLI,298,31551421,10.1038/s41467-019-11980-6
6phc,2.9,x-ray diffraction,FabH:FabL,2019-06-25,A,B,I,protein,4.6,4.6,8.337242168318426,False,BLI,298,31551421,10.1038/s41467-019-11980-6
6plk,2.3,x-ray diffraction,FabH:FabL,2019-07-01,H,L,E,protein,1.15,1.15,8.939302159646388,False,BLI,N.A.,31757867,10.1084/jem.20191792
6plk,2.3,x-ray diffraction,FabH:FabL,2019-07-01,I,M,F,protein,1.15,1.15,8.939302159646388,False,BLI,N.A.,31757867,10.1084/jem.20191792
6pxh,2.3,x-ray diffraction,FabH:FabL,2019-07-26,C,D,A,protein,28,28.0,7.552841968657781,False,SPR,298,31553909,10.1016/j.celrep.2019.08.052
6pxh,2.3,x-ray diffraction,FabH:FabL,2019-07-26,H,L,B,protein,28,28.0,7.552841968657781,False,SPR,298,31553909,10.1016/j.celrep.2019.08.052
6q0e,2.15,x-ray diffraction,FabH:FabL,2019-08-01,H,L,A,protein,1700,1700.0,5.769551078621726,False,BLI,N.A.,31843892,10.1073/pnas.1915620116
6q0h,2.75,x-ray diffraction,FabH:FabL,2019-08-01,H,L,A,protein,1800,1800.0,5.7447274948966935,False,BLI,N.A.,31843892,10.1073/pnas.1915620116
6q0i,2.7,x-ray diffraction,FabH:FabL,2019-08-01,H,L,A,protein,1800,1800.0,5.7447274948966935,False,BLI,N.A.,31843892,10.1073/pnas.1915620116
6q0l,2.5,x-ray diffraction,FabH:FabL,2019-08-01,H,L,A,protein,1800,1800.0,5.7447274948966935,False,BLI,N.A.,31843892,10.1073/pnas.1915620116
6q0o,3.0,x-ray diffraction,FabH:FabL,2019-08-02,Z,B,A,protein,400,400.0,6.3979400086720375,False,BLI,N.A.,31843892,10.1073/pnas.1915620116
6q18,2.55,x-ray diffraction,FabH:FabL,2019-08-03,H,L,A,protein,600,600.0,6.221848749616356,False,BLI,N.A.,31843892,10.1073/pnas.1915620116
6q20,2.45,x-ray diffraction,FabH:FabL,2019-08-06,H,L,A,protein,2.58,2.58,8.588380294036769,False,BLI,299,31649200,10.1126/science.aay0678
6qb3,1.9,x-ray diffraction,scFv,2018-12-20,X,N.A.,A,protein,2380,2380.0,5.623423042943488,False,ITC,N.A.,31692474,10.1107/S2059798319014116
6qb4,2.38,x-ray diffraction,scFv,2018-12-20,X,N.A.,A,protein,2380,2380.0,5.623423042943488,False,ITC,N.A.,31692474,10.1107/S2059798319014116
6qb6,2.24,x-ray diffraction,FabH:FabL,2018-12-20,H,L,A,protein,1140,1140.0,5.943095148663527,False,ITC,N.A.,31692474,10.1107/S2059798319014116
6qfc,1.96,x-ray diffraction,scFv,2019-01-09,B,N.A.,A,protein,2380,2380.0,5.623423042943488,False,ITC,N.A.,31692474,10.1107/S2059798319014116
6qgw,1.94,x-ray diffraction,VHH,2019-01-14,B,N.A.,A,protein,5.5,5.5,8.259637310505756,False,SPR,298,31073665,10.1007/s10858-019-00250-8
6qgx,2.2,x-ray diffraction,VHH,2019-01-14,B,N.A.,A,protein,1.8,1.8,8.744727494896694,False,SPR,298,31073665,10.1007/s10858-019-00250-8
6qgy,2.51,x-ray diffraction,VHH,2019-01-14,D,N.A.,A;C,protein;protein,1.3,1.3,8.886056647693163,False,SPR,298,31073665,10.1007/s10858-019-00250-8
6qgy,2.51,x-ray diffraction,VHH,2019-01-14,B,N.A.,A,protein,1.3,1.3,8.886056647693163,False,SPR,298,31073665,10.1007/s10858-019-00250-8
6r8x,2.04,x-ray diffraction,FabH:FabL,2019-04-02,C,B,A,protein,4.7,4.7,8.327902142064282,False,solution equilibrium titration,N.A.,30692123,10.1182/blood-2018-10-880849
6rps,2.79,x-ray diffraction,FabH:FabL,2019-05-14,H,L,A,protein,3.4,3.4,8.468521082957745,False,flow cytometry,N.A.,31682835,10.1016/j.jmb.2019.10.022
6rps,2.79,x-ray diffraction,FabH:FabL,2019-05-14,N,M,B,protein,3.4,3.4,8.468521082957745,False,flow cytometry,N.A.,31682835,10.1016/j.jmb.2019.10.022
6s3d,3.0,x-ray diffraction,FabH:FabL,2019-06-25,C,D,M,protein,<0.05,0.05,10.301029995663981,True,SPR,N.A.,32409444,10.1126/science.aay5051
6s3d,3.0,x-ray diffraction,FabH:FabL,2019-06-25,A,B,N,protein,<0.05,0.05,10.301029995663981,True,SPR,N.A.,32409444,10.1126/science.aay5051
6s3d,3.0,x-ray diffraction,FabH:FabL,2019-06-25,E,F,O,protein,<0.05,0.05,10.301029995663981,True,SPR,N.A.,32409444,10.1126/science.aay5051
6s3d,3.0,x-ray diffraction,FabH:FabL,2019-06-25,H,L,P,protein,<0.05,0.05,10.301029995663981,True,SPR,N.A.,32409444,10.1126/science.aay5051
6sc5,2.1,x-ray diffraction,VH,2019-07-23,C,N.A.,A,protein,2.9,2.9,8.537602002101044,False,BLI,298,31813847,10.1016/j.chembiol.2019.11.007
6sc5,2.1,x-ray diffraction,VH,2019-07-23,B,N.A.,A,protein,2.9,2.9,8.537602002101044,False,BLI,298,31813847,10.1016/j.chembiol.2019.11.007
6sc6,2.25,x-ray diffraction,VH,2019-07-23,C,N.A.,A,protein,2.9,2.9,8.537602002101044,False,BLI,298,31813847,10.1016/j.chembiol.2019.11.007
6sc6,2.25,x-ray diffraction,VH,2019-07-23,B,N.A.,A,protein,2.9,2.9,8.537602002101044,False,BLI,298,31813847,10.1016/j.chembiol.2019.11.007
6sc7,2.56,x-ray diffraction,VH,2019-07-23,B,N.A.,A,protein,2.9,2.9,8.537602002101044,False,BLI,298,31813847,10.1016/j.chembiol.2019.11.007
6sc7,2.56,x-ray diffraction,VH,2019-07-23,C,N.A.,A,protein,2.9,2.9,8.537602002101044,False,BLI,298,31813847,10.1016/j.chembiol.2019.11.007
6sc8,2.11,x-ray diffraction,VH,2019-07-23,B,N.A.,A,protein,2.9,2.9,8.537602002101044,False,BLI,298,31813847,10.1016/j.chembiol.2019.11.007
6sc8,2.11,x-ray diffraction,VH,2019-07-23,C,N.A.,A,protein,2.9,2.9,8.537602002101044,False,BLI,298,31813847,10.1016/j.chembiol.2019.11.007
6sc9,2.47,x-ray diffraction,VH,2019-07-23,B,N.A.,A,protein,2.9,2.9,8.537602002101044,False,BLI,298,31813847,10.1016/j.chembiol.2019.11.007
6sc9,2.47,x-ray diffraction,VH,2019-07-23,C,N.A.,A,protein,2.9,2.9,8.537602002101044,False,BLI,298,31813847,10.1016/j.chembiol.2019.11.007
6sge,1.5,x-ray diffraction,VHH,2019-08-04,B,N.A.,A;C,protein;protein,30.8,30.8,7.511449283499556,False,SPR,277,31522999,10.1016/j.chembiol.2019.08.009
6sge,1.5,x-ray diffraction,VHH,2019-08-04,D,N.A.,A;C,protein;protein,30.8,30.8,7.511449283499556,False,SPR,277,31522999,10.1016/j.chembiol.2019.08.009
6ss2,2.4,x-ray diffraction,FabH:FabL,2019-09-06,B,C,A,protein,0.173,0.173,9.761953896871205,False,ITC,293,32880207,10.1080/19420862.2020.1801230
6ss4,2.9,x-ray diffraction,FabH:FabL,2019-09-06,B,C,A,protein,0.288,0.288,9.540607512240769,False,ITC,293,32880207,10.1080/19420862.2020.1801230
6t9d,2.9,x-ray diffraction,FabH:FabL,2019-10-28,A,B,C;D,protein;protein,0.00323,0.00323,11.490797477668897,False,kinetic exclusion assay,N.A.,33514724,10.1038/s41467-021-20949-3
6t9d,2.9,x-ray diffraction,FabH:FabL,2019-10-28,E,F,C;D,protein;protein,0.00323,0.00323,11.490797477668897,False,kinetic exclusion assay,N.A.,33514724,10.1038/s41467-021-20949-3
6t9e,2.99,x-ray diffraction,FabH:FabL,2019-10-28,A,B,C,protein,0.00402,0.00402,11.39577394691553,False,kinetic exclusion assay,N.A.,33514724,10.1038/s41467-021-20949-3
6t9e,2.99,x-ray diffraction,FabH:FabL,2019-10-28,E,F,D,protein,0.00402,0.00402,11.39577394691553,False,kinetic exclusion assay,N.A.,33514724,10.1038/s41467-021-20949-3
6tej,2.7,x-ray diffraction,VH,2019-11-12,C,N.A.,B,protein,150,150.0,6.823908740944319,False,SPR,N.A.,32296173,10.1038/s41586-020-2136-9
6u12,1.56,x-ray diffraction,VHH,2019-08-15,B,N.A.,A,protein,0.15,0.15,9.823908740944319,False,SPR,300,31981247,10.1002/pro.3831
6umx,2.79,x-ray diffraction,FabH:FabL,2019-10-10,H,L,A,protein,1.51,1.51,8.821023052706831,False,BLI,N.A.,32075906,10.1074/jbc.RA119.012293
6umx,2.79,x-ray diffraction,FabH:FabL,2019-10-10,h,l,B,protein,1.51,1.51,8.821023052706831,False,BLI,N.A.,32075906,10.1074/jbc.RA119.012293
6urm,2.65,x-ray diffraction,FabH:FabL,2019-10-23,H,L,F,protein,11.11,11.11,7.9542859410591324,False,BLI,N.A.,32877670,10.1016/j.celrep.2020.108088
6urm,2.65,x-ray diffraction,FabH:FabL,2019-10-23,D,E,C,protein,11.11,11.11,7.9542859410591324,False,BLI,N.A.,32877670,10.1016/j.celrep.2020.108088
6ute,2.9,x-ray diffraction,FabH:FabL,2019-10-29,C,D,S,protein,>100000,100000.0,4.0,True,SPR,N.A.,32321830,10.1073/pnas.1919269117
6v4n,2.5,electron microscopy,FabH:FabL,2019-11-28,A,B,I,protein,1.07,1.07,8.97061622231479,False,BLI,298,32976769,10.1016/j.immuni.2020.08.015
6v4n,2.5,electron microscopy,FabH:FabL,2019-11-28,C,G,M,protein,1.07,1.07,8.97061622231479,False,BLI,298,32976769,10.1016/j.immuni.2020.08.015
6v4n,2.5,electron microscopy,FabH:FabL,2019-11-28,H,L,N,protein,1.07,1.07,8.97061622231479,False,BLI,298,32976769,10.1016/j.immuni.2020.08.015
6v4n,2.5,electron microscopy,FabH:FabL,2019-11-28,D,E,W,protein,1.07,1.07,8.97061622231479,False,BLI,298,32976769,10.1016/j.immuni.2020.08.015
6v4o,2.8,electron microscopy,FabH:FabL,2019-11-28,H,L,N,protein,150,150.0,6.823908740944319,False,BLI,298,32976769,10.1016/j.immuni.2020.08.015
6v4o,2.8,electron microscopy,FabH:FabL,2019-11-28,A,B,I,protein,150,150.0,6.823908740944319,False,BLI,298,32976769,10.1016/j.immuni.2020.08.015
6v4o,2.8,electron microscopy,FabH:FabL,2019-11-28,C,G,M,protein,150,150.0,6.823908740944319,False,BLI,298,32976769,10.1016/j.immuni.2020.08.015
6v4o,2.8,electron microscopy,FabH:FabL,2019-11-28,D,E,W,protein,150,150.0,6.823908740944319,False,BLI,298,32976769,10.1016/j.immuni.2020.08.015
6v8x,3.0,electron microscopy,FabH:FabL,2019-12-12,K,L,I,protein,565.7,565.7,6.247413821259591,False,SPR,N.A.,31980614,10.1038/s41467-019-14196-w
6v8x,3.0,electron microscopy,FabH:FabL,2019-12-12,C,D,A,protein,565.7,565.7,6.247413821259591,False,SPR,N.A.,31980614,10.1038/s41467-019-14196-w
6v8x,3.0,electron microscopy,FabH:FabL,2019-12-12,G,H,E,protein,565.7,565.7,6.247413821259591,False,SPR,N.A.,31980614,10.1038/s41467-019-14196-w
6vc9,2.25,x-ray diffraction,VH:VL,2019-12-20,H,L,A,protein,4.18,4.18,8.378823718224965,False,SPR,298,33122192,10.1074/jbc.RA120.012395
6vgr,2.84,x-ray diffraction,FabH:FabL,2020-01-08,C,D,A;B,protein;protein,1.7,1.7,8.769551078621726,False,SPR,298,32325220,10.1016/j.jsb.2020.107512
6vgr,2.84,x-ray diffraction,FabH:FabL,2020-01-08,H,L,A;B,protein;protein,1.7,1.7,8.769551078621726,False,SPR,298,32325220,10.1016/j.jsb.2020.107512
6vtw,2.6,x-ray diffraction,FabH:FabL,2020-02-13,H,L,A,peptide,1,1.0,9.0,False,SPR,N.A.,32409444,10.1126/science.aay5051
6vvu,3.0,x-ray diffraction,FabH:FabL,2020-02-18,J,K,B,protein,0.5,0.5,9.301029995663981,False,SPR,298,33353951,10.1038/s41467-020-20143-x
6vvu,3.0,x-ray diffraction,FabH:FabL,2020-02-18,E,F,C,protein,0.5,0.5,9.301029995663981,False,SPR,298,33353951,10.1038/s41467-020-20143-x
6vvu,3.0,x-ray diffraction,FabH:FabL,2020-02-18,H,L,A,protein,0.5,0.5,9.301029995663981,False,SPR,298,33353951,10.1038/s41467-020-20143-x
6vvu,3.0,x-ray diffraction,FabH:FabL,2020-02-18,G,I,D,protein,0.5,0.5,9.301029995663981,False,SPR,298,33353951,10.1038/s41467-020-20143-x
6vy4,2.0,x-ray diffraction,FabH:FabL,2020-02-25,C,D,B,protein,2.1,2.1,8.67778070526608,False,BLI,N.A.,33306954,10.1016/j.cell.2020.11.023
6vy4,2.0,x-ray diffraction,FabH:FabL,2020-02-25,H,L,A,protein,2.1,2.1,8.67778070526608,False,BLI,N.A.,33306954,10.1016/j.cell.2020.11.023
6vy6,2.6,x-ray diffraction,FabH:FabL,2020-02-25,H,L,A,protein,2.9,2.9,8.537602002101044,False,BLI,N.A.,33306954,10.1016/j.cell.2020.11.023
6waq,2.2,x-ray diffraction,VHH,2020-03-25,A,N.A.,B,protein,1.2,1.2,8.920818753952375,False,SPR,N.A.,32375025,10.1016/j.cell.2020.04.031
6waq,2.2,x-ray diffraction,VHH,2020-03-25,C,N.A.,D,protein,1.2,1.2,8.920818753952375,False,SPR,N.A.,32375025,10.1016/j.cell.2020.04.031
6wh9,2.75,x-ray diffraction,FabH:FabL,2020-04-07,H,I,A,protein,2.7,2.7,8.568636235841012,False,ELISA,298,32786753,10.1021/jacs.0c05133
6wh9,2.75,x-ray diffraction,FabH:FabL,2020-04-07,E,F,D,protein,2.7,2.7,8.568636235841012,False,ELISA,298,32786753,10.1021/jacs.0c05133
6wh9,2.75,x-ray diffraction,FabH:FabL,2020-04-07,B,C,G,protein,2.7,2.7,8.568636235841012,False,ELISA,298,32786753,10.1021/jacs.0c05133
6wm9,2.45,x-ray diffraction,FabH:FabL,2020-04-20,B,C,A,protein,0.0883,0.0883,10.054039296422431,False,BLI,298,33750786,10.1038/s41467-021-21811-2
6wm9,2.45,x-ray diffraction,FabH:FabL,2020-04-20,E,F,D,protein,0.0883,0.0883,10.054039296422431,False,BLI,298,33750786,10.1038/s41467-021-21811-2
6wo4,2.35,x-ray diffraction,FabH:FabL,2020-04-24,H,L,E,protein,16.8,16.8,7.774690718274137,False,ITC,N.A.,32754640,10.1126/sciadv.abb5642
6wo5,2.62,x-ray diffraction,FabH:FabL,2020-04-24,H,L,E,protein,12,12.0,7.920818753952375,False,ITC,N.A.,32754640,10.1126/sciadv.abb5642
6wo5,2.62,x-ray diffraction,FabH:FabL,2020-04-24,G,I,F,protein,12,12.0,7.920818753952375,False,ITC,N.A.,32754640,10.1126/sciadv.abb5642
6woz,2.9,x-ray diffraction,FabH:FabL,2020-04-26,B,C,A,protein,<0.01,0.01,11.0,True,BLI,298,33750786,10.1038/s41467-021-21811-2
6woz,2.9,x-ray diffraction,FabH:FabL,2020-04-26,E,F,D,protein,<0.01,0.01,11.0,True,BLI,298,33750786,10.1038/s41467-021-21811-2
6woz,2.9,x-ray diffraction,FabH:FabL,2020-04-26,H,I,G,protein,<0.01,0.01,11.0,True,BLI,298,33750786,10.1038/s41467-021-21811-2
6woz,2.9,x-ray diffraction,FabH:FabL,2020-04-26,K,L,J,protein,<0.01,0.01,11.0,True,BLI,298,33750786,10.1038/s41467-021-21811-2
6wtu,2.55,x-ray diffraction,FabH:FabL,2020-05-04,B,C,A;D,protein;protein,0.083,0.083,10.080921907623926,False,BLI,298,33750786,10.1038/s41467-021-21811-2
6wtu,2.55,x-ray diffraction,FabH:FabL,2020-05-04,E,F,A;D,protein;protein,0.083,0.083,10.080921907623926,False,BLI,298,33750786,10.1038/s41467-021-21811-2
6wtu,2.55,x-ray diffraction,FabH:FabL,2020-05-04,H,I,G,protein,0.083,0.083,10.080921907623926,False,BLI,298,33750786,10.1038/s41467-021-21811-2
6wtu,2.55,x-ray diffraction,FabH:FabL,2020-05-04,K,L,J,protein,0.083,0.083,10.080921907623926,False,BLI,298,33750786,10.1038/s41467-021-21811-2
6wzj,2.37,x-ray diffraction,FabH:FabL,2020-05-14,C,D,F,protein,0.171,0.171,9.767003889607846,False,SPR,298,33183151,10.1080/19420862.2020.1831880
6wzj,2.37,x-ray diffraction,FabH:FabL,2020-05-14,A,B,E,protein,0.171,0.171,9.767003889607846,False,SPR,298,33183151,10.1080/19420862.2020.1831880
6wzk,1.8,x-ray diffraction,FabH:FabL,2020-05-14,A,B,E,protein,0.172,0.172,9.76447155309245,False,SPR,298,33183151,10.1080/19420862.2020.1831880
6wzl,2.29,x-ray diffraction,FabH:FabL,2020-05-14,A,B,E,protein,0.181,0.181,9.742321425130816,False,SPR,298,33183151,10.1080/19420862.2020.1831880
6wzl,2.29,x-ray diffraction,FabH:FabL,2020-05-14,C,D,F,protein,0.181,0.181,9.742321425130816,False,SPR,298,33183151,10.1080/19420862.2020.1831880
6wzm,2.28,x-ray diffraction,FabH:FabL,2020-05-14,A,B,E,protein,0.384,0.384,9.415668775632469,False,SPR,298,33183151,10.1080/19420862.2020.1831880
6wzm,2.28,x-ray diffraction,FabH:FabL,2020-05-14,C,D,F,protein,0.384,0.384,9.415668775632469,False,SPR,298,33183151,10.1080/19420862.2020.1831880
6x07,2.1,x-ray diffraction,VHH,2020-05-15,B,N.A.,A,protein,1.3,1.3,8.886056647693163,False,BLI,N.A.,33268786,10.1038/s41467-020-19884-6
6xc3,2.7,x-ray diffraction,FabH:FabL,2020-06-08,B,A,C,protein,17,17.0,7.769551078621726,False,BLI,N.A.,32661058,10.1126/science.abd2321
6xc4,2.34,x-ray diffraction,FabH:FabL,2020-06-08,H,L,A,protein,14,14.0,7.853871964321762,False,BLI,N.A.,32661058,10.1126/science.abd2321
6xc4,2.34,x-ray diffraction,FabH:FabL,2020-06-08,X,Y,Z,protein,14,14.0,7.853871964321762,False,BLI,N.A.,32661058,10.1126/science.abd2321
6xc7,2.88,x-ray diffraction,FabH:FabL,2020-06-08,C,D,A,protein,14,14.0,7.853871964321762,False,BLI,N.A.,32661058,10.1126/science.abd2321
6xkq,2.55,x-ray diffraction,FabH:FabL,2020-06-26,H,L,A,protein,0.00564,0.00564,11.248720896016657,False,SPR,298,33058755,10.1016/j.cell.2020.09.049
6xkr,2.59,x-ray diffraction,FabH:FabL,2020-06-27,H,L,P,protein,0.042,0.042,10.3767507096021,False,SPR,298,32847983,10.1158/1535-7163.MCT-20-0093
6xm2,1.91,x-ray diffraction,FabH:FabL,2020-06-29,D,C,I;J,protein;protein,0.0063,0.0063,11.200659450546418,False,SPR,298,34349032,10.1126/scitranslmed.abe0407
6xm2,1.91,x-ray diffraction,FabH:FabL,2020-06-29,F,E,I;J,protein;protein,0.0063,0.0063,11.200659450546418,False,SPR,298,34349032,10.1126/scitranslmed.abe0407
6xm2,1.91,x-ray diffraction,FabH:FabL,2020-06-29,B,A,K;L,protein;protein,0.0063,0.0063,11.200659450546418,False,SPR,298,34349032,10.1126/scitranslmed.abe0407
6xm2,1.91,x-ray diffraction,FabH:FabL,2020-06-29,H,G,K;L,protein;protein,0.0063,0.0063,11.200659450546418,False,SPR,298,34349032,10.1126/scitranslmed.abe0407
6xsw,2.98,x-ray diffraction,FabH:FabL,2020-07-16,G,I,J,protein,2.33,2.33,8.63264407897398,False,SPR,N.A.,34095881,10.1016/j.xcrm.2021.100279
6xsw,2.98,x-ray diffraction,FabH:FabL,2020-07-16,H,L,X,protein,2.33,2.33,8.63264407897398,False,SPR,N.A.,34095881,10.1016/j.xcrm.2021.100279
6xsw,2.98,x-ray diffraction,FabH:FabL,2020-07-16,A,B,C,protein,2.33,2.33,8.63264407897398,False,SPR,N.A.,34095881,10.1016/j.xcrm.2021.100279
6xsw,2.98,x-ray diffraction,FabH:VL+,2020-07-16,D,E,F,protein,2.33,2.33,8.63264407897398,False,SPR,N.A.,34095881,10.1016/j.xcrm.2021.100279
6xw4,2.19,x-ray diffraction,VHH,2020-01-23,D,N.A.,B,protein,13.9,13.9,7.856985199745905,False,ITC,298,32321816,10.1128/JVI.00660-20
6xw4,2.19,x-ray diffraction,VHH,2020-01-23,C,N.A.,A,protein,13.9,13.9,7.856985199745905,False,ITC,298,32321816,10.1128/JVI.00660-20
6xw5,1.72,x-ray diffraction,VHH,2020-01-23,C,N.A.,A;B,protein;protein,0.819,0.819,9.086716098239581,False,ITC,298,32321816,10.1128/JVI.00660-20
6xw5,1.72,x-ray diffraction,VHH,2020-01-23,D,N.A.,A;B,protein;protein,0.819,0.819,9.086716098239581,False,ITC,298,32321816,10.1128/JVI.00660-20
6xw7,2.15,x-ray diffraction,VHH,2020-01-23,C,N.A.,A;B,protein;protein,1.41,1.41,8.85078088734462,False,ITC,298,32321816,10.1128/JVI.00660-20
6xw7,2.15,x-ray diffraction,VHH,2020-01-23,D,N.A.,A;B,protein;protein,1.41,1.41,8.85078088734462,False,ITC,298,32321816,10.1128/JVI.00660-20
6xw7,2.15,x-ray diffraction,VHH,2020-01-23,G,N.A.,E;F,protein;protein,1.41,1.41,8.85078088734462,False,ITC,298,32321816,10.1128/JVI.00660-20
6xw7,2.15,x-ray diffraction,VHH,2020-01-23,H,N.A.,E;F,protein;protein,1.41,1.41,8.85078088734462,False,ITC,298,32321816,10.1128/JVI.00660-20
6xzu,1.5,x-ray diffraction,VHH,2020-02-05,A,N.A.,B,protein,2.6,2.6,8.585026652029182,False,BLI,303,32938727,10.4049/jimmunol.2000752
6xzw,2.4,x-ray diffraction,FabH:FabL,2020-02-05,H,L,D,protein,0.328,0.328,9.48412615628832,False,SPR,298,33007046,10.1371/journal.ppat.1008882
6y6c,2.26,x-ray diffraction,scFv,2020-02-26,C,N.A.,B,protein,0.6,0.6,9.221848749616356,False,SPR,N.A.,34233201,10.1016/j.str.2021.06.010
6y6c,2.26,x-ray diffraction,scFv,2020-02-26,D,N.A.,A,protein,0.6,0.6,9.221848749616356,False,SPR,N.A.,34233201,10.1016/j.str.2021.06.010
6ye3,2.89,x-ray diffraction,FabH:FabL,2020-03-23,A,B,C,protein,2.3,2.3,8.638272163982407,False,SPR,293,33328333,10.1126/scitranslmed.abb9283
6ye3,2.89,x-ray diffraction,FabH:FabL,2020-03-23,D,E,F,protein,2.3,2.3,8.638272163982407,False,SPR,293,33328333,10.1126/scitranslmed.abb9283
6ye3,2.89,x-ray diffraction,FabH:FabL,2020-03-23,G,H,I,protein,2.3,2.3,8.638272163982407,False,SPR,293,33328333,10.1126/scitranslmed.abb9283
6yla,2.42,x-ray diffraction,FabH:FabL,2020-04-06,B,C,A,protein,19,19.0,7.721246399047171,False,BLI,303,32585135,10.1016/j.chom.2020.06.010
6yla,2.42,x-ray diffraction,FabH:FabL,2020-04-06,H,L,E,protein,19,19.0,7.721246399047171,False,BLI,303,32585135,10.1016/j.chom.2020.06.010
6ywc,2.85,x-ray diffraction,FabH:FabL,2020-04-29,A,B,C,protein,22,22.0,7.657577319177793,False,SPR,N.A.,33398169,10.1038/s41589-020-00699-x
6ywc,2.85,x-ray diffraction,FabH:FabL,2020-04-29,D,E,F,protein,22,22.0,7.657577319177793,False,SPR,N.A.,33398169,10.1038/s41589-020-00699-x
6z1v,1.33,x-ray diffraction,VHH,2020-05-14,B,N.A.,A,protein,2.01,2.01,8.69680394257951,False,fluorescence,298,32958604,10.26508/lsa.202000883
6z20,2.68,x-ray diffraction,VHH,2020-05-14,D,N.A.,C,protein,0.9,0.9,9.045757490560675,False,fluorescence,298,32958604,10.26508/lsa.202000883
